"AA","AB","AC","BA","BB","BC","CA","CB","CC"
"40375136",0.666666666666667,0.333333333333333,0,0,0,1,0,0,0
"40375286",0.5,0.25,0,1,0,0,0,0,0
"40375369",0.4,0.4,0,1,0,0,0,0,0
"40375371",0,0.6,0.2,0.666666666666667,0.333333333333333,0,1,0,0
"40375376",0,0.75,0,0.75,0.25,0,1,0,0
"40375521",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40375616",0.666666666666667,0,0,0.2,0.8,0,0,0,0
"40375634",0.4,0.6,0,0.5,0.25,0,0,0,0
"40375699",0.25,0.25,0,1,0,0,0,0,0
"40375819",0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.25,0,0.666666666666667,0.333333333333333,0
"40375839",0.2,0.2,0,1,0,0,1,0,0
"40375899",0.75,0,0,1,0,0,0,0,0
"40375929",0.5,0.25,0,1,0,0,0,0,0
"40375972",0.2,0.2,0.4,1,0,0,1,0,0
"40376029",0.75,0,0,0,0,0,0,0,0
"40376031",0.571428571428571,0.285714285714286,0.142857142857143,1,0,0,0,0,0
"40376039",0.4,0.4,0,0.75,0.25,0,0,0,0
"40376067",0.666666666666667,0,0,0,0,0,0,0,0
"40376077",0.5,0.5,0,0.5,0.25,0,0,0,0
"40376121",0,0.833333333333333,0,1,0,0,1,0,0
"40376142",0.2,0.4,0.2,1,0,0,1,0,0
"40376204",0.25,0.25,0.25,0.2,0.6,0,0.5,0.5,0
"40376290",0.6,0.2,0,1,0,0,0,0,0
"40376352",0.8,0,0,0,0,0,1,0,0
"40376493",0.25,0,0.25,1,0,0,1,0,0
"40376495",0.75,0,0,0.5,0.5,0,0,0,0
"40376496",0,0.4,0.4,1,0,0,1,0,0
"40376515",0.4,0,0.4,0,0,0,1,0,0
"40376583",0.5,0,0,0,0,0,0,0,0
"40376635",0.25,0.5,0,0.25,0.5,0.25,1,0,0
"40376687",0.4,0.2,0.2,0.333333333333333,0.333333333333333,0,0.5,0.5,0
"40376718",0.5,0.5,0,0,0.5,0,0,0,0
"40376735",0.2,0.6,0,1,0,0,0,0,0
"40376933",0,0.5,0,0,0.2,0.4,0.25,0.5,0
"40376944",0,1,0,0,0.5,0.333333333333333,0.25,0.5,0.25
"40377111",0.2,0.4,0.2,0.5,0,0.5,1,0,0
"40377124",0,0.2,0.6,1,0,0,1,0,0
"40377164",0.75,0,0,1,0,0,0,0,0
"40377243",0.2,0.6,0,0.5,0,0,0.5,0.5,0
"40377262",0.25,0.5,0,1,0,0,0,0,0
"40377294",0.25,0.625,0,1,0,0,0,0,0
"40377299",0.2,0.2,0.4,0.666666666666667,0.333333333333333,0,0.666666666666667,0.333333333333333,0
"40377325",0.666666666666667,0,0,0,0,0,0,0,0
"40377385",0.5,0.333333333333333,0,1,0,0,0,0,0
"40377506",0,0.25,0.25,0,0.666666666666667,0.333333333333333,0.5,0,0
"40377560",0.666666666666667,0,0,0.166666666666667,0.833333333333333,0,0,1,0
"40377630",0.5,0.333333333333333,0,0.2,0.2,0.6,0.5,0.5,0
"40377698",0,0.6,0.2,1,0,0,1,0,0
"40377789",0.6,0,0.2,0,0,0,1,0,0
"40377908",0.5,0.5,0,0,0.75,0,0,0,0
"40378035",0.5,0.25,0,0.666666666666667,0,0.333333333333333,0,1,0
"40378136",0.25,0.25,0.5,0.333333333333333,0.333333333333333,0,0.4,0.2,0.4
"40378190",0,0.8,0,0.833333333333333,0.166666666666667,0,0,0,0
"40378212",0,0.6,0.2,1,0,0,1,0,0
"40378272",0.333333333333333,0.666666666666667,0,0.222222222222222,0.666666666666667,0,0,1,0
"40378328",0.8,0,0,0,0,0,1,0,0
"40378347",0.333333333333333,0.333333333333333,0.333333333333333,0.2,0.4,0.2,0.2,0.4,0.2
"40378383",0,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0.6,0,0.4
"40378534",0.5,0.25,0,1,0,0,0,0,0
"40378571",0.4,0.2,0.2,1,0,0,1,0,0
"40378579",0.333333333333333,0.5,0,0.75,0,0.25,1,0,0
"40378585",0,0.666666666666667,0,0.75,0.25,0,0,0,0
"40378719",0.5,0.25,0,0.333333333333333,0.666666666666667,0,0,0,0
"40378729",0.2,0.4,0.4,0.5,0.25,0,0.333333333333333,0.333333333333333,0.333333333333333
"40378774",0.25,0.25,0.25,0.6,0.4,0,0,1,0
"40378796",0.333333333333333,0,0.666666666666667,0,0,0,0.5,0,0
"40378822",0.6,0.2,0,0.666666666666667,0.333333333333333,0,0,0,0
"40378827",0.5,0.166666666666667,0.166666666666667,1,0,0,0.5,0,0.5
"40378874",0,0,0.75,0,0,0,1,0,0
"40378970",0.75,0,0,0,0,0,1,0,0
"40379026",0.666666666666667,0,0,1,0,0,0,1,0
"40379149",0.6,0.2,0,0,0,1,1,0,0
"40379304",0.6,0.2,0,1,0,0,0,0,0
"40379355",0.4,0.2,0.2,0.6,0.4,0,0,1,0
"40379566",0.6,0,0.2,0,0,0,1,0,0
"40379573",0.666666666666667,0,0,0,0,0,0,0,0
"40379580",0.4,0.2,0,0.666666666666667,0.333333333333333,0,0,1,0
"40379620",0.666666666666667,0,0.166666666666667,1,0,0,1,0,0
"40379628",0.428571428571429,0.428571428571429,0,0.6,0,0.2,0,0,0
"40379647",0.666666666666667,0,0,0,0,0,0,0,0
"40379662",0.5,0.25,0,0.5,0.5,0,0,0,0
"40379746",0.5,0.25,0,1,0,0,0,0,0
"40379890",0,0,1,1,0,0,0,0.5,0
"40379894",0.6,0.2,0,1,0,0,0,0,0
"40379897",0,0.6,0.2,1,0,0,1,0,0
"40379920",0.285714285714286,0.142857142857143,0.428571428571429,1,0,0,1,0,0
"40379994",0,0.666666666666667,0,0.6,0.2,0.2,0,1,0
"40380044",0.166666666666667,0.666666666666667,0,0.8,0.2,0,0,0,0
"40380164",0,0.5,0.25,0.75,0.25,0,0,1,0
"40380182",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"40380253",0.2,0.4,0.2,0.75,0.25,0,0.5,0.5,0
"40380422",0.666666666666667,0.166666666666667,0,1,0,0,1,0,0
"40380432",0.333333333333333,0,0.333333333333333,0.25,0.5,0,1,0,0
"40380457",0.75,0,0,1,0,0,0,0,0
"40380464",0,0.666666666666667,0.333333333333333,1,0,0,0,0,0
"40380517",0.666666666666667,0.166666666666667,0,1,0,0,0,0,0
"40380518",0.2,0.4,0.2,1,0,0,1,0,0
"40380520",0.5,0,0.25,0,0,0,1,0,0
"40380559",0,1,0,0.25,0.5,0,0,0,0
"40380592",0.4,0.4,0,0.666666666666667,0,0,0,1,0
"40380628",0.4,0.2,0.2,1,0,0,1,0,0
"40380648",0.5,0.25,0,0.5,0.5,0,0,0,0
"40380657",0,0,1,0.25,0.5,0,0,1,0
"40380660",0.5,0.333333333333333,0,1,0,0,0,0,0
"40380826",0.666666666666667,0,0,1,0,0,0,0,0
"40380996",0.4,0.4,0,1,0,0,0,1,0
"40381083",0,0.75,0,0.5,0.375,0,0,0,0
"40381210",0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0
"40381295",0.444444444444444,0,0.444444444444444,0.5,0.5,0,0.666666666666667,0.166666666666667,0.166666666666667
"40381344",0.333333333333333,0.5,0,1,0,0,0,0,0
"40381420",0.5,0.25,0.25,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.666666666666667
"40381551",0.428571428571429,0.142857142857143,0,1,0,0,1,0,0
"40381595",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"40381720",0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0
"40381752",0.714285714285714,0,0.142857142857143,0,0,0,1,0,0
"40381797",0.2,0,0.4,1,0,0,1,0,0
"40381811",0.75,0,0,0.5,0.5,0,0,0,0
"40381896",0,1,0,0.666666666666667,0,0.166666666666667,0,1,0
"40382052",0.5,0.5,0,0,0.5,0,0,0,0
"40382057",0,0.75,0,0.75,0.25,0,0,0,0
"40382147",0.25,0.25,0,0.333333333333333,0.666666666666667,0,1,0,0
"40382246",0.6,0,0.2,1,0,0,0,1,0
"40382302",0.5,0.166666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0
"40382367",0.25,0.25,0.25,1,0,0,1,0,0
"40382395",0.75,0,0,0,0,0,0,0,0
"40382421",0.4,0.2,0,1,0,0,0,0,0
"40382455",0.4,0.2,0,0.5,0,0,0,0,0
"40382517",0.666666666666667,0.166666666666667,0,0.333333333333333,0.333333333333333,0,1,0,0
"40382652",0.5,0,0.25,0,0,0,1,0,0
"40382679",0.5,0,0,0,0,0,0,0,0
"40382802",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"40382876",0.8,0,0,0.5,0.5,0,0,0,0
"40382877",0,0.75,0.25,0.5,0.25,0,1,0,0
"40382900",0,0.571428571428571,0.285714285714286,0.75,0,0.25,0.75,0,0.25
"40383003",0.5,0.25,0,1,0,0,0,0,0
"40383009",0,0.333333333333333,0,0,0.5,0.333333333333333,0.333333333333333,0,0.333333333333333
"40383033",0.666666666666667,0,0,0,0,0,0,0,0
"40383040",0.333333333333333,0.333333333333333,0.166666666666667,0.666666666666667,0,0.333333333333333,1,0,0
"40383044",0.4,0.4,0,1,0,0,0,0,0
"40383067",0,1,0,0.2,0.6,0.2,0,0,0
"40383090",0.75,0,0,0,0,0,0,0,0
"40383147",0,0.5,0,1,0,0,0,0,0
"40383151",0.285714285714286,0.571428571428571,0,1,0,0,0,0,0
"40383262",0.25,0.25,0.25,1,0,0,1,0,0
"40383281",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"40383284",0.714285714285714,0.142857142857143,0,1,0,0,1,0,0
"40383354",0.4,0.2,0.2,1,0,0,1,0,0
"40383464",0.5,0.333333333333333,0,1,0,0,0,0,0
"40383496",0.4,0.4,0,1,0,0,0,0,0
"40383506",0.5,0.25,0,1,0,0,0,0,0
"40383511",0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0
"40383609",0,0.75,0.25,0.6,0.2,0,1,0,0
"40383737",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40383763",0.75,0,0,0,0,0,0,0,0
"40383799",0.5,0.5,0,0.333333333333333,0.333333333333333,0,1,0,0
"40383819",0.25,0.5,0,0.6,0.4,0,0,0,0
"40383825",0,0,0.5,0.666666666666667,0,0,0.666666666666667,0.333333333333333,0
"40383836",0,1,0,0.6,0,0.2,1,0,0
"40383931",0.666666666666667,0,0,0,0,0,0,0,0
"40383945",0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"40384036",0.333333333333333,0.5,0,0.6,0.2,0,1,0,0
"40384100",0.4,0.2,0.2,0.5,0.5,0,0,0,0
"40384115",0.2,0.4,0,0.5,0.25,0,0,0,0
"40384188",0.2,0.6,0,1,0,0,0,0,0
"40384222",0.2,0.4,0.2,0.5,0.5,0,1,0,0
"40384323",0.6,0.2,0,1,0,0,0,0,0
"40384340",0.6,0.2,0,1,0,0,1,0,0
"40384421",0.2,0.4,0,1,0,0,0,0,0
"40384441",0.666666666666667,0,0,0,0,0,0,0,0
"40384458",0.285714285714286,0.428571428571429,0,1,0,0,0.666666666666667,0,0.333333333333333
"40384479",0.428571428571429,0.285714285714286,0.142857142857143,0.75,0.25,0,1,0,0
"40384486",0.666666666666667,0,0,0.2,0.8,0,0,0,0
"40384507",0.5,0.5,0,0,0.5,0,0,0,0
"40384525",0,0.333333333333333,0,0.2,0.4,0.4,0.5,0.5,0
"40384528",0,1,0,0.2,0.6,0.1,0,1,0
"40384575",0.5,0.25,0,1,0,0,0,0,0
"40384662",0,0.5,0.25,0.6,0.2,0.2,0.5,0.5,0
"40384671",0,0.333333333333333,0.333333333333333,1,0,0,0.333333333333333,0,0.666666666666667
"40384756",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"40384757",0,0.5,0.5,0.5,0,0.25,0,1,0
"40384820",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,0,0,0
"40384920",0.428571428571429,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"40384961",0.6,0,0,0.5,0.5,0,0,0,0
"40385000",0.25,0.25,0,0.666666666666667,0,0.333333333333333,0.5,0.5,0
"40385051",0.5,0.25,0,0.285714285714286,0.428571428571429,0,0,0.666666666666667,0.333333333333333
"40385057",0.333333333333333,0.166666666666667,0.166666666666667,1,0,0,1,0,0
"40385065",0.6,0.2,0,1,0,0,0,0,0
"40385157",0.5,0.25,0,1,0,0,0,0,0
"40385161",0,0.75,0,0.6,0.2,0.2,0.5,0,0.5
"40385231",0.571428571428571,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"40385461",0,0.6,0.2,0.5,0.25,0.25,1,0,0
"40385515",0.2,0.4,0,0.428571428571429,0.285714285714286,0,0,1,0
"40385543",0.333333333333333,0,0.333333333333333,0,0,0,0,1,0
"40385555",0.4,0.4,0.2,0,0.333333333333333,0.333333333333333,0.6,0,0.2
"40385575",0.5,0,0.25,0,0,1,0.666666666666667,0.333333333333333,0
"40385580",0.833333333333333,0,0,0,0,0,0,0,0
"40385584",0.666666666666667,0.333333333333333,0,0.25,0.5,0,0,0,0
"40385587",0.6,0,0.2,0,0,0,1,0,0
"40385606",0.6,0.2,0,0.2,0.6,0.2,0.5,0.5,0
"40385657",0.4,0.4,0,1,0,0,0,0,0
"40385680",0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.25,0,0.5,0.5,0
"40385693",0.333333333333333,0.5,0,1,0,0,0,0,0
"40385767",0,0,0,0.2,0.2,0.2,0,1,0
"40385774",0.4,0,0.4,0,0.75,0.25,0.6,0.2,0.2
"40385816",0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0,0
"40385852",0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.5,0,0
"40385873",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"40385885",0,0.4,0.6,0.666666666666667,0,0,1,0,0
"40385955",0.571428571428571,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"40385974",0,0.5,0.5,0.5,0.25,0,1,0,0
"40386001",0,0,1,0.5,0.5,0,0.25,0.5,0
"40386058",0,0.8,0,1,0,0,1,0,0
"40386062",0.4,0.4,0,1,0,0,0,0,0
"40386067",0.2,0.6,0,1,0,0,1,0,0
"40386069",0.714285714285714,0.142857142857143,0,0.333333333333333,0.333333333333333,0,1,0,0
"40386102",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"40386147",0.333333333333333,0,0.333333333333333,0,0,0,0.5,0.5,0
"40386278",0.428571428571429,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"40386287",0,0.5,0,0.125,0.625,0.125,0,1,0
"40386303",0.5,0.25,0,0.5,0.5,0,0,0,0
"40386340",0.4,0.4,0,1,0,0,0,0,0
"40386425",0,0.5,0.25,0.75,0.25,0,0.5,0.5,0
"40386428",0.8,0,0,0,0,0,0,0,0
"40386429",0,1,0,0.5,0,0.25,1,0,0
"40386481",0.4,0.4,0,1,0,0,0,0,0
"40386508",0.25,0.25,0.25,0.25,0.5,0.25,1,0,0
"40386515",0.2,0.4,0.2,0.428571428571429,0.571428571428571,0,0.5,0,0.5
"40386528",0,0.5,0.333333333333333,1,0,0,1,0,0
"40386554",0,0.666666666666667,0,0.5,0.5,0,0,0,0
"40386556",0.5,0.166666666666667,0,1,0,0,0,0,0
"40386569",0.5,0.5,0,0.333333333333333,0.333333333333333,0,0.5,0,0.5
"40386585",0,0.333333333333333,0.333333333333333,0.222222222222222,0.666666666666667,0.111111111111111,0.5,0,0
"40386612",0.75,0,0,0,0,0,0,0,0
"40386616",0.5,0,0.5,0.333333333333333,0.333333333333333,0,0,1,0
"40386619",0.2,0.4,0,1,0,0,0,0,0
"40386646",0.666666666666667,0,0,0,0,0,0,0,0
"40386672",0.5,0.25,0,1,0,0,0,0,0
"40386675",0.5,0,0.166666666666667,0,0,0,1,0,0
"40386722",0,0.5,0.25,0.6,0.2,0.2,0.5,0.5,0
"40386747",0.5,0.5,0,0.5,0,0,0,0,0
"40386793",0.166666666666667,0.666666666666667,0,0.833333333333333,0.166666666666667,0,0,0,0
"40386837",0.75,0,0,0,0,0,0,0,0
"40386927",0.25,0.5,0.25,0.166666666666667,0.333333333333333,0.333333333333333,0.4,0.4,0.2
"40386970",0.75,0,0,0.5,0.5,0,0,0,0
"40386976",0.6,0.2,0,0.666666666666667,0.333333333333333,0,0,0,0
"40386999",0.666666666666667,0,0,0,0,0,0,0,0
"40387027",0.5,0.25,0,1,0,0,0,0,0
"40387086",0.4,0.4,0,1,0,0,0,0,0
"40387143",0.75,0,0,0,0,0,0,0,0
"40387162",0.2,0.4,0.4,1,0,0,0.5,0,0
"40387178",0.5,0.25,0,1,0,0,0,0,0
"40387201",0.5,0,0.25,0,0,1,0.666666666666667,0.333333333333333,0
"40387237",0,0.5,0.5,0.25,0.25,0.25,0.666666666666667,0.333333333333333,0
"40387243",0,0.5,0.5,0.285714285714286,0.571428571428571,0,0,1,0
"40387277",0,0,1,0,0.714285714285714,0.142857142857143,0.5,0.5,0
"40387324",0.25,0.5,0,1,0,0,0,0,0
"40387339",0.4,0.2,0.2,0.666666666666667,0.333333333333333,0,0,1,0
"40387357",0.5,0.25,0.25,0.5,0,0.5,0.5,0,0
"40387399",0.444444444444444,0,0.111111111111111,0.5,0,0.5,1,0,0
"40387418",0,0.8,0,0.666666666666667,0.333333333333333,0,1,0,0
"40387428",0.5,0.25,0,1,0,0,0,0,0
"40387477",0.6,0.2,0,1,0,0,1,0,0
"40387528",0.6,0,0.2,0,0,0,1,0,0
"40387549",0.25,0.5,0,1,0,0,0,0,0
"40387746",0.285714285714286,0.571428571428571,0,0.75,0,0.25,1,0,0
"40387754",0.6,0,0.2,0,0,0,1,0,0
"40387787",0.25,0.5,0,0.75,0.25,0,0,1,0
"40387825",0,0.75,0,0.222222222222222,0.333333333333333,0.222222222222222,0.25,0.5,0
"40387861",0,0.75,0,0.5,0.333333333333333,0.166666666666667,1,0,0
"40387876",0.166666666666667,0.333333333333333,0.333333333333333,1,0,0,1,0,0
"40387890",0,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0.25,0.5,0.25
"40387907",0.2,0.2,0.4,0.5,0.5,0,0.666666666666667,0.333333333333333,0
"40387986",0.166666666666667,0.333333333333333,0.333333333333333,0.6,0.2,0.2,0.666666666666667,0.333333333333333,0
"40387990",0.714285714285714,0,0.142857142857143,1,0,0,1,0,0
"40388016",0.571428571428571,0.285714285714286,0,0.666666666666667,0.333333333333333,0,1,0,0
"40388091",0.75,0,0,1,0,0,0,0,0
"40388134",0.75,0,0,0,0,0,0,0,0
"40388194",0.4,0.4,0,0.5,0.5,0,0,0,0
"40388209",0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0,1,0
"40388214",0.333333333333333,0.166666666666667,0.166666666666667,1,0,0,1,0,0
"40388218",0.75,0,0,0,0,0,0,0,0
"40388225",0.75,0.25,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"40388235",0.2,0.6,0.2,0.75,0,0,1,0,0
"40388253",0.4,0.4,0,1,0,0,0,0,0
"40388260",0.571428571428571,0.142857142857143,0.142857142857143,0.5,0.25,0.25,0.5,0.5,0
"40388269",0.666666666666667,0,0,0,0,0,0,0,0
"40388270",0.25,0.5,0,0.75,0.25,0,0,0,0
"40388281",0.333333333333333,0.333333333333333,0,0.666666666666667,0.333333333333333,0,0,0,0
"40388321",0.428571428571429,0.285714285714286,0.142857142857143,1,0,0,1,0,0
"40388348",0.4,0.4,0,1,0,0,1,0,0
"40388386",0,0.4,0.2,1,0,0,0.5,0,0.5
"40388392",0.166666666666667,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0,1,0,0
"40388419",0.5,0,0.5,0.25,0.5,0,0,1,0
"40388457",0.5,0.25,0,1,0,0,0,0,0
"40388462",0,0,1,0,0.4,0.4,0.5,0.5,0
"40388571",0.666666666666667,0,0.166666666666667,0,0,0,1,0,0
"40388578",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"40388619",0.666666666666667,0,0,0,0,0,0,0,0
"40388637",0.5,0.25,0,1,0,0,0,0,0
"40388639",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40388640",0.857142857142857,0,0,0,0,0,0,0,0
"40388668",0.5,0,0.25,1,0,0,1,0,0
"40388672",0.333333333333333,0.166666666666667,0.166666666666667,1,0,0,0.666666666666667,0,0.333333333333333
"40388703",0.6,0.2,0,1,0,0,0,0,0
"40388730",0.2,0,0.6,1,0,0,1,0,0
"40388747",0.2,0.2,0,1,0,0,0,0,0
"40388775",0.4,0.2,0.2,1,0,0,1,0,0
"40388784",0.75,0,0,1,0,0,0,0,0
"40388787",0.25,0.5,0,1,0,0,0,0,0
"40388808",0.5,0.375,0,0.75,0.25,0,0,0,0
"40388818",0,0,1,0.5,0.25,0,0.2,0.4,0.2
"40388823",0.5,0.333333333333333,0,1,0,0,0,0,0
"40388828",0.2,0.4,0.2,1,0,0,1,0,0
"40388863",0.666666666666667,0.333333333333333,0,0,0.5,0,0,0,0
"40388901",0.4,0.2,0.2,1,0,0,1,0,0
"40388917",0.666666666666667,0,0,0,0,0,0,0,0
"40388935",0.5,0.166666666666667,0.166666666666667,1,0,0,1,0,0
"40388936",0.6,0.2,0,1,0,0,1,0,0
"40389011",0.166666666666667,0.666666666666667,0,0.8,0.2,0,0,0,0
"40389019",0.5,0.25,0.25,0,0.333333333333333,0.333333333333333,0.5,0.5,0
"40389038",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40389114",0.8,0,0,0,0,0,0,0,0
"40389115",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40389138",0.2,0.4,0,0.666666666666667,0.333333333333333,0,0,0,0
"40389175",0.6,0.2,0,1,0,0,0,0,0
"40389243",0.25,0.5,0,0.5,0.333333333333333,0,0,0,0
"40389266",0.4,0.2,0.2,0.666666666666667,0.333333333333333,0,1,0,0
"40389295",0.833333333333333,0,0,1,0,0,0,0,0
"40389308",0.333333333333333,0.333333333333333,0,0.666666666666667,0,0,0,0,0
"40389356",0.8,0,0,0,0,0,0,0,0
"40389357",0,0.666666666666667,0.333333333333333,0.25,0.25,0.25,0.666666666666667,0,0.333333333333333
"40389365",0.833333333333333,0,0,0,0,0,0,0,0
"40389455",0,0.75,0,0.75,0.25,0,0,0,0
"40389504",0.6,0,0.2,1,0,0,1,0,0
"40389594",0.25,0,0.25,1,0,0,0.5,0.5,0
"40389601",0.5,0.333333333333333,0,1,0,0,1,0,0
"40389633",0,0.666666666666667,0,0.333333333333333,0.333333333333333,0,1,0,0
"40389701",0,0.666666666666667,0.333333333333333,0.4,0.2,0.2,0.25,0.25,0.5
"40389710",0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0,0.5,0.5,0
"40389732",0,0.666666666666667,0,0.5,0.25,0,0,0,0
"40389807",0.4,0.4,0,1,0,0,0,0,0
"40389819",0.7,0.1,0.1,1,0,0,0.5,0,0
"40389881",0.285714285714286,0.285714285714286,0.285714285714286,1,0,0,0.4,0.2,0.4
"40389900",0.2,0,0.4,0,0,0,1,0,0
"40389903",0.75,0,0,1,0,0,0,0,0
"40389907",0.428571428571429,0.285714285714286,0.142857142857143,1,0,0,0.5,0,0.5
"40389994",0.285714285714286,0.428571428571429,0.142857142857143,1,0,0,1,0,0
"40390046",0,0.5,0.25,0.666666666666667,0,0.333333333333333,0.5,0.5,0
"40390163",0.333333333333333,0,0,0.5,0.5,0,0,0,0
"40390185",0.5,0.25,0,1,0,0,0,0,0
"40390186",0,0.75,0,0.75,0.25,0,0,0,0
"40390194",0.333333333333333,0.333333333333333,0,0.5,0.5,0,0,0,0
"40390209",0.5,0.25,0.25,0,0,0,1,0,0
"40390232",0.5,0,0.375,0.5,0.5,0,1,0,0
"40390235",0.333333333333333,0.333333333333333,0.166666666666667,0.75,0,0,0.5,0.5,0
"40390241",0.5,0.25,0,1,0,0,0,0,0
"40390266",0.4,0.4,0,0.5,0,0.5,1,0,0
"40390409",0.571428571428571,0,0.285714285714286,1,0,0,0.666666666666667,0.333333333333333,0
"40390536",0.25,0.25,0,1,0,0,0,0,0
"40390547",0.333333333333333,0.333333333333333,0.166666666666667,1,0,0,1,0,0
"40390653",0.333333333333333,0,0.333333333333333,0,0,0,1,0,0
"40390655",0.333333333333333,0,0,1,0,0,0,0,0
"40390696",0.25,0.5,0,0.5,0.333333333333333,0.166666666666667,0,1,0
"40390698",0.666666666666667,0,0,0,0,0,0,0,0
"40390729",0.5,0,0.333333333333333,0,0,0,1,0,0
"40390742",0.5,0.5,0,0.142857142857143,0.714285714285714,0,0,0,0
"40390758",0.75,0,0,0,0,0,0,0,0
"40390781",0,0,0.5,0.166666666666667,0.333333333333333,0.166666666666667,0.25,0.75,0
"40390814",0,0.666666666666667,0.166666666666667,1,0,0,1,0,0
"40390820",0.5,0,0,1,0,0,0,0,0
"40390822",0.5,0,0.25,0,0,0,1,0,0
"40390850",0.4,0.2,0.2,1,0,0,1,0,0
"40390902",0,0.25,0.75,0.428571428571429,0.285714285714286,0.142857142857143,0.166666666666667,0.666666666666667,0.166666666666667
"40390950",0,1,0,0.166666666666667,0.666666666666667,0,0,0,0
"40390973",0.6,0,0.2,0,0,0,1,0,0
"40391002",0.25,0.5,0,1,0,0,0,0,0
"40391032",0.571428571428571,0.142857142857143,0.142857142857143,0.666666666666667,0.333333333333333,0,1,0,0
"40391060",0.25,0.5,0,1,0,0,0,0,0
"40391086",0,0.5,0.25,1,0,0,1,0,0
"40391091",0.75,0.25,0,0,0,0,0,0,0
"40391092",0.6,0,0.2,0,0,0,0,0,0.5
"40391121",0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0,1,0,0
"40391143",0.833333333333333,0,0,1,0,0,0,0,0
"40391154",0,0.5,0.333333333333333,1,0,0,1,0,0
"40391174",0.714285714285714,0.142857142857143,0,1,0,0,0,0,0
"40391178",0,0.8,0,1,0,0,0,0,0
"40391205",0.75,0,0,0,0,0,0,0,0
"40391206",0.666666666666667,0,0,1,0,0,0,0,0
"40391259",0.25,0.25,0.25,0.5,0.5,0,1,0,0
"40391271",0.5,0.125,0.125,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333
"40391272",0,0.4,0.4,0.4,0.4,0.2,0.75,0,0
"40391284",0.571428571428571,0.142857142857143,0.142857142857143,1,0,0,1,0,0
"40391304",0.5,0.333333333333333,0,1,0,0,0,0,0
"40391339",0.5,0.166666666666667,0.166666666666667,1,0,0,0,1,0
"40391350",0.5,0,0.5,0,0.333333333333333,0,0,1,0
"40391375",0.5,0.25,0,1,0,0,0,0,0
"40391383",0.5,0,0,0,0,0,0,0,0
"40391417",0.5,0.166666666666667,0.166666666666667,1,0,0,1,0,0
"40391498",0.333333333333333,0.333333333333333,0,1,0,0,0,0,0
"40391517",0.2,0.6,0,1,0,0,0,0,0
"40391528",0.6,0.2,0,1,0,0,0,0,0
"40391531",0.857142857142857,0,0,0,0,0,0,0,0
"40391534",0.5,0.25,0.25,0.666666666666667,0,0,1,0,0
"40391562",0.6,0,0.4,0,0,0,0.5,0.5,0
"40391594",0,1,0,0.333333333333333,0.5,0,0,0,0
"40391639",0.166666666666667,0.5,0.166666666666667,1,0,0,1,0,0
"40391658",0,0.25,0.5,0.333333333333333,0.666666666666667,0,1,0,0
"40391659",0.4,0.4,0,1,0,0,0,0,0
"40391695",0.666666666666667,0,0,0,0,0,0,0,0
"40391699",0.5,0.25,0,0.666666666666667,0,0.333333333333333,0,1,0
"40391714",0.8,0,0,0,0,0,1,0,0
"40391745",0,0.5,0.5,0.2,0.4,0.2,0.333333333333333,0.666666666666667,0
